1,woodlands circle (block 728),1.442863,103.798870,1,3,8,181008,10
1,woodlands circle (block 729),1.4425079,103.798345,1,3,8,181008,10
2,woodlands circle (block 732),1.4432194,103.7984983,1,3,8,181008,10
4,woodlands circle (block 733),1.4436659,103.79892,1,3,8,181008,10
2,woodlands crescent (block 787b),1.444328,103.801068,2,1,5,181008,10
1,woodlands crescent (block 788b),1.443874,103.801218,2,1,5,181008,10
1,woodlands drive 60 (block 786b),1.44569,103.8008416,2,1,5,181008,10
1,woodlands drive 60 (block 786d),1.446759,103.801012,2,1,5,181008,10
2,eng kong crescent,1.3354965,103.7690838,3,1,3,181008,10
1,eng kong garden,1.3342556,103.7683325,3,1,3,181008,10
3,jalan leban,1.3731142,103.8307357,4,1,3,181008,10
1,redhill close (block 89),1.2854623,103.8187732,5,2,3,181008,10
2,redhill close (block 90),1.2849691,103.8187053,5,2,3,181008,10
1,yishun avenue 7 (block 174),1.4374434,103.8318144,6,3,3,181008,10
1,yishun avenue 7 (block 175),1.43753,103.832398,6,3,3,181008,10
1,yishun ring road (block 167),1.4366772,103.832428,6,3,3,181008,10
1,yishun street 21 (block 214),1.43153,103.836136,7,1,3,181008,10
1,yishun street 21 (block 215),1.431733,103.835636,7,1,3,181008,10
1,yishun street 21 (block 216),1.432357,103.836337,7,1,3,181008,10
1,choa chu kang avenue 2,1.378437,103.743747,8,1,2,181008,10
1,choa chu kang avenue 2 (block 275),1.379381,103.742354,8,1,2,181008,10
1,jalan tarum,1.3738826,103.8315829,9,2,2,181008,10
1,thomson walk,1.3765497,103.8326817,9,2,2,181008,10
1,pasir ris drive 10 (block 703),1.380450,103.937102,10,1,2,181008,10
1,pasir ris drive 10 (block 737),1.379566,103.936938,10,1,2,181008,10
1,woodlands avenue 5 (bellewoods),1.4330186,103.8006921,11,1,2,181008,10
1,woodlands avenue 6 (twin fountains),1.430917,103.799872,11,1,2,181008,10
