2,yishun avenue 4 (block 650),1.4230093,103.8391504,1,3,72,161017,10
1,yishun avenue 4 (block 651),1.4235519,103.8394133,1,3,72,161017,10
2,yishun avenue 4 (block 653),1.4231802,103.8396304,1,3,72,161017,10
1,yishun avenue 4 (block 656),1.4224145,103.8389521,1,3,72,161017,10
3,yishun avenue 4 (block 657),1.4223711,103.8395109,1,3,72,161017,10
18,yishun avenue 4 (block 658),1.4219035,103.8394515,1,3,72,161017,10
1,yishun avenue 4 (block 659),1.421552,103.8393064,1,3,72,161017,10
4,yishun avenue 4 (block 660),1.4217541,103.8399255,1,3,72,161017,10
2,yishun avenue 4 (block 661),1.4222734,103.8406935,1,3,72,161017,10
1,yishun avenue 4 (block 663a),1.420191,103.839682,1,3,72,161017,10
7,yishun street 61 (block 602),1.4224325,103.8363246,1,3,72,161017,10
2,yishun street 61 (block 603),1.4220655,103.8355729,1,3,72,161017,10
3,yishun street 61 (block 604),1.4217821,103.8354365,1,3,72,161017,10
1,yishun street 61 (block 605),1.4217248,103.8363628,1,3,72,161017,10
2,yishun street 61 (block 609),1.4210319,103.8358728,1,3,72,161017,10
1,yishun street 61 (block 611),1.420179,103.83599,1,3,72,161017,10
2,yishun street 61 (block 637),1.420162,103.839013,1,3,72,161017,10
4,yishun street 61 (block 639),1.4205919,103.8383027,1,3,72,161017,10
1,yishun street 61 (block 640),1.421111,103.8386809,1,3,72,161017,10
1,yishun street 61 (block 642),1.4210449,103.837298,1,3,72,161017,10
1,yishun street 61 (block 643),1.421368,103.837318,1,3,72,161017,10
2,yishun street 61 (block 644),1.4217481,103.8373835,1,3,72,161017,10
4,yishun street 61 (block 645),1.4219296,103.8381954,1,3,72,161017,10
5,yishun street 61 (block 646),1.4221191,103.8376274,1,3,72,161017,10
1,yishun street 61 (block 647),1.4224044,103.8369136,1,3,72,161017,10
8,joo chiat place,1.3143852,103.9068191,2,1,26,161017,10
1,joo chiat place (eastcove residences),1.3146296,103.9080995,2,1,26,161017,10
1,joo chiat place (joo chiat verbena),1.314532,103.906969,2,1,26,161017,10
2,joo chiat place (the glacier),1.314319,103.907121,2,1,26,161017,10
2,lorong bandang,1.3142578,103.9092953,2,1,26,161017,10
3,lorong h telok kurau,1.3159895,103.9092854,2,1,26,161017,10
9,lorong j telok kurau,1.3140902,103.910914,2,1,26,161017,10
1,balam road (block 31),1.3297418,103.8858016,3,1,19,161017,10
1,balam road (block 32),1.3294404,103.8865668,3,1,19,161017,10
1,circuit road (block 35),1.329166,103.886,3,1,19,161017,10
1,circuit road (block 37),1.3283032,103.8870762,3,1,19,161017,10
1,circuit road (block 40),1.3276793,103.8860794,3,1,19,161017,10
1,circuit road (block 43),1.326554,103.8855316,3,1,19,161017,10
1,circuit road (block 45),1.326496,103.8858817,3,1,19,161017,10
1,circuit road (block 46),1.326278,103.8858593,3,1,19,161017,10
1,circuit road (block 50),1.3249406,103.8854866,3,1,19,161017,10
1,circuit road (block 59),1.3253715,103.8872798,3,1,19,161017,10
2,circuit road (block 64),1.326993,103.887178,3,1,19,161017,10
1,circuit road (block 67),1.325816,103.887931,3,1,19,161017,10
2,circuit road (block 69),1.3250459,103.8874078,3,1,19,161017,10
2,pipit road (block 53),1.3240581,103.8866841,3,1,19,161017,10
1,pipit road (block 54),1.3239209,103.8874699,3,1,19,161017,10
1,pipit road (block 56),1.3241338,103.888462,3,1,19,161017,10
2,pasir ris grove,1.3716863,103.9448078,4,3,11,161017,10
9,pasir ris grove (the palette),1.370217,103.944250,4,3,11,161017,10
5,chai chee road (block 2),1.326906,103.922627,5,1,7,161017,10
1,chai chee road (block 63),1.3260641,103.9214434,5,1,7,161017,10
1,chai chee road (block 808b),1.327326,103.924118,5,1,7,161017,10
5,jalan damai (block 666),1.3337889,103.908175,6,5,5,161017,10
3,loyang rise,1.363207,103.964798,7,1,5,161017,10
2,loyang view,1.3643145,103.9666893,7,1,5,161017,10
2,flanders square,1.3118771,103.8572139,8,2,4,161017,10
1,marne road,1.3127877,103.8574917,8,2,4,161017,10
1,sturdee road (kerrisdale),1.3132789,103.8579597,8,2,4,161017,10
3,hougang avenue 8 (block 419),1.376176,103.894785,9,1,4,161017,10
1,hougang avenue 8 (block 434),1.376463,103.8936492,9,1,4,161017,10
1,lengkong empat (escada view),1.3289327,103.9133937,10,2,4,161017,10
3,lengkong tujoh (vacanza @ east),1.328850,103.914746,10,2,4,161017,10
1,ang mo kio avenue 10 (block 451),1.3689071,103.855569,11,1,3,161017,10
2,ang mo kio avenue 10 (block 453),1.368633,103.8560114,11,1,3,161017,10
