1,choa chu kang avenue 2 (block 249),1.379596,103.745559,1,3,146,191101,11
1,choa chu kang avenue 2 (block 250),1.379283,103.745429,1,3,146,191101,11
2,choa chu kang avenue 2 (block 251),1.378315,103.744578,1,3,146,191101,11
1,choa chu kang avenue 2 (block 252),1.378041,103.744949,1,3,146,191101,11
1,choa chu kang avenue 2 (block 254),1.378229,103.743933,1,3,146,191101,11
2,choa chu kang avenue 2 (block 271),1.3787087,103.7424192,1,3,146,191101,11
1,choa chu kang avenue 2 (block 272),1.378832,103.742982,1,3,146,191101,11
3,choa chu kang avenue 2 (block 274),1.379378,103.742822,1,3,146,191101,11
7,choa chu kang avenue 2 (block 276),1.379519,103.744385,1,3,146,191101,11
2,choa chu kang avenue 2 (block 287),1.379322,103.741652,1,3,146,191101,11
7,choa chu kang avenue 2 (block 295),1.3782547,103.7409943,1,3,146,191101,11
1,choa chu kang avenue 2 (block 296),1.377421,103.740759,1,3,146,191101,11
1,choa chu kang avenue 2 (block 296a),1.377133,103.740941,1,3,146,191101,11
1,choa chu kang avenue 2 (block 296b),1.376838,103.741413,1,3,146,191101,11
1,choa chu kang avenue 2 (block 297),1.377095,103.741745,1,3,146,191101,11
1,choa chu kang avenue 2 (block 297a),1.377023,103.742358,1,3,146,191101,11
2,choa chu kang avenue 2 (block 297c),1.3777759,103.743031,1,3,146,191101,11
2,choa chu kang avenue 3 (block 282),1.3800079,103.743111,1,3,146,191101,11
1,choa chu kang avenue 3 (block 283),1.379701,103.742999,1,3,146,191101,11
2,choa chu kang avenue 3 (block 285),1.3800674,103.7417874,1,3,146,191101,11
3,choa chu kang avenue 3 (block 286),1.379639,103.741602,1,3,146,191101,11
2,choa chu kang avenue 3 (block 288),1.378958,103.7408711,1,3,146,191101,11
1,choa chu kang avenue 3 (block 290),1.378832,103.740414,1,3,146,191101,11
1,choa chu kang avenue 3 (block 291),1.378641,103.739747,1,3,146,191101,11
1,choa chu kang avenue 3 (block 292),1.378293,103.739679,1,3,146,191101,11
1,choa chu kang avenue 3 (block 293),1.37811,103.740106,1,3,146,191101,11
5,choa chu kang avenue 3 (block 401),1.379734,103.739655,1,3,146,191101,11
2,choa chu kang avenue 3 (block 402),1.379258,103.739389,1,3,146,191101,11
1,choa chu kang avenue 3 (block 404),1.380053,103.738744,1,3,146,191101,11
4,choa chu kang avenue 3 (block 405),1.38018,103.739316,1,3,146,191101,11
5,choa chu kang avenue 3 (block 406),1.380349,103.740211,1,3,146,191101,11
4,choa chu kang avenue 3 (block 408),1.379935,103.740501,1,3,146,191101,11
5,choa chu kang avenue 3 (block 409),1.381132,103.741868,1,3,146,191101,11
8,choa chu kang avenue 3 (block 411),1.3810597,103.7412945,1,3,146,191101,11
3,choa chu kang avenue 3 (block 412),1.381818,103.742295,1,3,146,191101,11
5,choa chu kang avenue 3 (block 413),1.381381,103.742619,1,3,146,191101,11
