Station,Year,Month,Day,Daily Rainfall Total (mm),Highest 30 min Rainfall (mm),Highest 60 min Rainfall (mm),Highest 120 min Rainfall (mm),Mean Temperature (°C),Maximum Temperature (°C),Minimum Temperature (°C),Mean Wind Speed (km/h),Max Wind Speed (km/h)
Changi,2022,7,1,     0.0,     0.0,     0.0,     0.0,    29.1,    31.8,    27.0,     9.0,    31.5
Changi,2022,7,2,     3.8,     3.8,     3.8,     3.8,    28.9,    31.7,    24.6,     9.1,    44.4
Changi,2022,7,3,     0.0,     0.0,     0.0,     0.0,    29.2,    32.0,    27.1,     7.8,    29.6
Changi,2022,7,4,     9.0,     8.6,     9.0,     9.0,    28.8,    32.5,    24.7,     7.9,    27.8
Changi,2022,7,5,     6.2,     2.8,     3.0,     3.0,    27.3,    30.9,    25.5,     7.2,    38.9
Changi,2022,7,6,     0.0,     0.0,     0.0,     0.0,    28.6,    31.3,    26.4,     5.7,    24.1
Changi,2022,7,7,     0.0,     0.0,     0.0,     0.0,    29.5,    32.4,    27.3,     7.9,    25.9
Changi,2022,7,8,     7.0,     3.2,     5.8,     7.0,    28.3,    31.0,    24.6,     6.9,    42.6
Changi,2022,7,9,     0.0,     0.0,     0.0,     0.0,    29.4,    32.1,    27.7,     7.6,    31.5
Changi,2022,7,10,     3.4,     3.4,     3.4,     3.4,    27.9,    29.9,    24.4,     7.0,    29.6
Changi,2022,7,11,     0.0,     0.0,     0.0,     0.0,    28.5,    31.8,    25.7,     7.1,    29.6
Changi,2022,7,12,     0.0,     0.0,     0.0,     0.0,    29.0,    31.4,    27.0,     7.0,    27.8
Changi,2022,7,13,     0.0,     0.0,     0.0,     0.0,    28.8,    31.7,    26.7,     7.0,    25.9
Changi,2022,7,14,    27.8,    19.0,    27.4,    27.6,    28.9,    32.3,    23.6,     8.8,    38.9
Changi,2022,7,15,     0.6,     0.6,     0.6,     0.6,    29.0,    32.1,    26.4,    10.1,    29.6
Changi,2022,7,16,     0.0,     0.0,     0.0,     0.0,    29.4,    32.0,    27.5,    10.0,    31.5
Changi,2022,7,17,     0.0,     0.0,     0.0,     0.0,    29.9,    32.9,    28.3,    15.5,    31.5
Changi,2022,7,18,     0.0,     0.0,     0.0,     0.0,    29.8,    32.8,    28.1,    11.7,    25.9
Changi,2022,7,19,     0.0,     0.0,     0.0,     0.0,    29.9,    32.9,    28.0,    14.7,    33.3
Changi,2022,7,20,    19.2,    10.6,    12.6,    13.2,    27.4,    29.8,    22.2,     7.1,    42.6
Changi,2022,7,21,     0.0,     0.0,     0.0,     0.0,    28.6,    32.0,    26.5,     7.3,    33.3
Changi,2022,7,22,    18.0,     8.4,    14.4,    18.0,    27.8,    31.3,    24.0,     6.3,    27.8
Changi,2022,7,23,     0.4,     0.4,     0.4,     0.4,    28.3,    32.1,    25.7,     6.5,    37.0
Changi,2022,7,24,     4.6,     4.2,     4.2,     4.2,    27.3,    31.4,    24.0,     6.3,    25.9
Changi,2022,7,25,    18.0,    15.0,    15.4,    17.6,    27.2,    31.2,    23.9,     5.2,    31.5
Changi,2022,7,26,     2.6,     0.8,     1.2,     1.8,    26.9,    29.2,    24.9,     8.4,    27.8
Changi,2022,7,27,     0.0,     0.0,     0.0,     0.0,    29.2,    32.4,    26.6,    12.9,    35.2
Changi,2022,7,28,     5.6,     5.2,     5.2,     5.6,    29.2,    32.3,    25.2,    12.0,    48.2
Changi,2022,7,29,    10.8,     5.0,     7.6,     8.2,    28.0,    31.8,    24.6,     8.4,    48.2
Changi,2022,7,30,     0.0,     0.0,     0.0,     0.2,    28.4,    31.5,    25.4,     9.3,    31.5
Changi,2022,7,31,     8.2,     5.8,     8.2,     8.2,    28.3,    31.8,    25.4,    12.3,    40.7
